category,text
Positive , Thala fight vera level Thala veriyan
Positive , Dislike potadhu bigilu fans than pola.....nalla irundha appreciate pannungada...yen ipdi saavureenga🤣🤣
not-Tamil , U kena tunggu lebih lama lagi Untuk tahu sayawow
Positive , 1:21 Manju chechi  #romanjam .. reminds a lot of bhanu from kanmadam
Positive , Viswasam reach aitunu petta kevalamaa pesathingu.....thala solrar pola
Negative , Padu mokka..ithuku cartoon network la swat cats pathutu poirlaam
Negative , Ellam avan seyal padam maadhiriye irke   #Vandumurugan
Negative , SAM CS BGM  DOP-SATHYAN SOORIYAN ANBARIV STUNTS PHILOMIN RAJ EDITING LOKESH KANAGARAJ DIRECTION  KAITHI BLOCKBUSTER
Positive , pangaaligala intha vegam paththaathu innum vegama views ah ethunga
Positive , Yar yar mrng THALA pakka vandhinga  Love u thala Repeated mood
Positive , Trailer sama mass sa iruku
Negative , Neraya neraya neraya neraya neraya ...mokka pootutu irukeenga
Positive , Script ku Enna Thevayo adha  endha korayum illa Pandrathula King Dhanush
Positive , Veraaaa level ajith sir vinoth Anna ending semaaaaaaaa no words to say
Positive , Trailer lam nalla irukku...!! Aana padatha release panna maatringale pa.....
Positive , Goosebumps wow thalaivar Marana mass petta parak
Positive , Manju Chechi  lady super
Positive , thala neenga dhaan hero va
Positive , I am ViJaY fan but Vera Vera level
Negative , August 8 aamaiyans aluga poranga  🤣
Mixed_feelings , Last dialogue enamo yaraiyo intimate pandra Mari iruke  Any guess??
Negative , One more flop for Shankar
Positive , Cmnt section pona like here like here nu uyira vanguvanungalehh🤔🤥
Positive , Ghibran ku aaagavey padam hit aaganum
Positive , Ufff semmayo semmaa .. ennna superuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
Positive , Last dilogue : pollachi incident..thala
unknown_state , MADAN GOWRI paatutu trailer pakkuravanga unga thumba use pannunga
Positive , Yuvan Shankar Raja musical mass the BGM king of YuvAN Shankar Raja
Positive , KOLAMASS TRAILER  WAITING FOR THE EXTRA ORDINARY PERFORMANCE OF DHANUSH & MANJU WARRIER
Positive , Sirappana tharanamaana sambavatha idhukkapparam thaaa paakka pora
Positive , 10 time mela patam pathitu trailer pathavanga like panuga.
Positive , Neriya neriya neriya neriya neriya neriya neriya neriya neriya neriya neriya neriya neriya neriya neriya neriya neriya
Negative , Teaser la irundhadha apdiye trailer la potrukinga...avlo lam nalla ila.. So sad
Positive , i big fan of u ajith sir
Positive , Only 2 days ta pa enjoy panurum panurum
unknown_state , எம்ஜிஆர் பெயர் batch la iruku Yarellam pathinga
Positive , Waiting for sirapana tharamana sambavam.... ... Super star........
Positive , Thala Fans from kerala.. Like here
Mixed_feelings , Movie tittle mass but padatha ethukku telungan produce panni telungan nadikkurannu teriyalaye
Positive , Unnathamana  characterukku arumaiyaka thannnudaiya unarchikalai velipaduthiya engal mr. ajith sirkku mikka nandri
Positive , All the best Sir from karantaka Fans Yash Boss Fans Karantaka
Positive , Trending No : 1 .13/12/2019. 6:44 PM
Positive , Petta Parak Thalaivar Pongal. Sirappana Sambavam...
Positive , En thalaya Kaevalama pesuna Ella ippa Thirruppi paakkarunga
Positive , What a man Rocking Vikram sir
Positive , Kola gaandla iruken.....kollama Vida Maten...... Vintage thalaiva back.......
Positive , Maranam mass u maranam adukku thalaivartha poranthu varanum🤩🤩
Positive , Thaa thala naa thala thaaa ayaaa
Mixed_feelings , Yaarukellam trailor pidichi irukko avanga like pannunga
Mixed_feelings , Enna da 4 naal kazhichi trending la varuthu evlo da selavu panninga
Positive , Ipdi muttathanama padam edunga. . Urula naainga vettitu savuthunga
Positive , Kadu iruntha eduthukuvanunga... Kasu iruntha pudigikiduvanunga ... Padipai mattum eduthukave mudiyathu.... sema dialogue...itha  Feel pantravanga like panunga
Positive , Ethirpartha aluvuku illa trailer apurum Vijay Sethupathi ku kaga pakalam super star mass illa intha padathulaa koncham kamipanitingaa
Positive , Kaithi semmayarukum pola asuran appa bayangaram  bigil jolyarukkum
Positive , 01:09 Padippu mattum namma kittayirunthu eduthukidave mudiyathu chithambaram
Positive , Mokka Pandey in movie too.. velangidum
Positive , Petta - Marana Mass Official Video (Tamil) | Rajinikanth ... - YouTube
Positive , Ayyyyyyyyyyyoooo... Marana level... Kalaila irundhu ethana dhada paathennu enakke therila.... Paathute irukken....
unknown_state , Want nevetha pethuraj hot song 1
Positive , Daily 10 times ku intha trailer pakuran.
unknown_state , Last la dance aadumbodhu paridhabangal gopi madhiri ye irukku
Positive , Thala oru vazhiya nalla script.. ini jayamae!!!!
Positive , OK but expectationa complete pannala. rajni vjs semma.
Positive , 695 k likes reached aairuku  pangalingala adichi thookalamaa
Negative , Misnarry kaikuli vijay padatai indukal vachi saivom
Positive , Yuvan Shankar Raja Musical name ah full screen la podunga pa movie la. Fans kudukura applause ah appo paarpinga
Positive , g.v prakash music ku i am like
Positive , Intha trailera NEREYA NEREYA NEREYA NEREYA NEREYA thadavai pathavanga like pannunga
Positive , Rajinikanth fans like here  I expect 1k likes
Positive , Thala kola mass  Vera level Thala Ak
Positive , If you are bad then...... I am ur dad
Positive , Thala yuvan compo........ Sollava venum pangam pannitinga...........
Positive , Yenda Sam c s unaku vera music eh varadha??
Positive , Thala mass pakkka masssss thala da
Positive , Thala fans apde like ah potu pongapa
unknown_state , Fdfs porathuku munadi litae ah veri ethikirom thalivaaa
Mixed_feelings , Ethir pathatha vida Pala madangu semmaya iruku periya sambavam iruku dec20 thailaivaaaaaa sk
Positive , Vera leval sk anna love u
Mixed_feelings , ethu va eppadi na.apo thalapathy 64
Positive , 750 like wow wow so like
Positive , Enga Viswasam Thala Ku Mattum Dhan . Neraya Neraya Neraya Neraya record ah enga Thala oda Trailer Padaikum
Positive , Ajith fans lam like ah norukungo.....
Positive , Thalaivar enaikumeee masss tha pa meaning of style
Negative ," Trailer Semma ,  Trailer pakka vantha Thalapathy fans mattum like pottu du ponga"
Mixed_feelings , Adadaaaa daaaaa.... Superrrrrr... Marana mass... Plz ரஞ்சித் direction enimel venam
Mixed_feelings , Padam ippavey pakanum pola yarukula eruku?
Positive , Padam mattum release aaguttum  Naraya Naraya Naraya Naraya thadava naa theatre la poi En thalaiya paapen
not-Tamil , Bhai kaun makeup karta h Rajni sir ka ......
Positive , Ena manushanyaaa pppaaaaaahhhhh inoruthen poranthu varanum
Positive , naan intha trailer ah 500 thadavaiku mela pathuddu Aanaa naan thala rasigan daa
Positive , Thalaivaa nee va thalaivaa  Naaange eruko
Mixed_feelings , Thalaivaa verra level marana mass trailer
Positive , Ithu la oru padam ithukku oru traileru
Mixed_feelings , Deii Peasmmma Iruka bigil ku tickets illana pakalam illana tamil rocker thaa
Positive , Dear haters Ungaluku trailer pudikalana parkadheenga Ungala Yarum inga vara soli varpuruthula Dhayavu senchi aduthavan santhosathula mannalli padadheengada
unknown_state , Petta Trailer (24 Hrs) - Views - 10.2 million views Likes - 546k likes
Positive , Thala thala thala thala thala thala thala
Positive , Thala.. Luv u all time..
Positive , pink movie ka  coppy  lagta he
Positive , Darbar trailer varavaraikum endha  trailer pathu veriyethuvoom....
unknown_state , Bigil Close .... Happy Diwali With Kaidhii ...
Positive , Thala U1  Vera Level 🤘
Positive , Getha nanthu varaa gate a yellam kadanthu varaaaa......tha podra vediya..........tharamana sambavam
not-Tamil , Aisa lag raha hai jaise langoor k hath mei angoor (rashi khanna) de diya ho
Positive , 6:00+ hour 5Million Views 400k like serapana tharamana sambavangala innemae than pakaporom
Positive , Vera level chiyyan  vikram
Positive , I am waiting waiting waiting nerkondaparavai thala movie ultimate trailor
Positive , Padam Kandippa super hit Agum
Mixed_feelings , Ennada 11 maninu sollitu 10 raikae vittuteengaa
Positive , Thaalaiva no one can redefine ur mass
Positive , soori comedy sema adichika aaley illa
Positive , 20th exam  mudiyudhu jollya polam
Positive , Omg...  Aaaaaaaaaaaaaaaaaaaaaaaaaaa bap re bap blockbuster
Positive , Mass  vjs & super cinemaphotograpy
Negative , Oru reality kedaikala VFX not good
Positive , Padippa mattum nammakitta irunthu eduthukave mudiyaathu.. wow.....
unknown_state , Naanga padam pakkavey varamattom idhula unaa pakka vera varunuma poma
Negative , Anil thevuduiya pullainga evana irundha comment la en poola oomba vangada
Positive , Paaka thaane pora. Intha kaali oda aatatha
Positive , Vayasanalum UN style um azhagum innum unna vittu pogala
Negative , I'm waiting karthi fans hit like
Mixed_feelings , Thala thala thala thala thala thala thala thala thala thala thala thala ......
Positive , Indha Pongal Aamai underwear’ode odardhu paaapom! 🥰🥰
Positive , See clear last seen vasikaran is Akshay kumar
Positive , Ammi Ji ka 'Pink' ka remake
Positive , Indha dislike pannavanga yaaru nu ellarkkum theriyum..  Funny guys ever...
Positive , Dei Therikke Arjun Fans Hit Like
Positive , Maranam massu Maranam toughu tharanum.. Adhukku Avan dhaan porandhu varanum
Positive , Inada intha deepavali mokaya poidumonu nenaichen paravala  oru nalla padam varuthuda
Negative , Kolai konda parvai    thala thaladan
Positive , Adei sun picture ivlo nal trending ilama sudden uh 2ku vandrcha
Negative , 10+ times pathavangalam like podu
Positive , Goosebumps vantha vangala la like podungo
Positive , neraya neraya neraya neraya neraya neraya .
Mixed_feelings ," Does Vetrimaran not know anything apart from arivaal, kaththi, velkambu, raththam, pagai, kolai etc.."
Positive , Omg sooo smart... gethu thalaaaa marana masssss
Positive , Pongalukku paraak .....the 90`s Rajini Back........sirappana tharamaana sambavangala pongalukku paappa......
Positive , Final dialogue. ....namma ellarkume dha. .......dread lovr5
Negative , Ennada Rekka Second part eduthu vachirkenka ....
Positive , Innaiki kulla 800k likes varanum
unknown_state , Vijay sethupathi sir neenga enkita pesnatha enala marakave mudiyaathu.... Labam shooting la
Positive , god munnadi namma yeappdi equal vo are maari thaan actors la all are equal
Positive , Arjun tha hero va movie super ah irukum
Positive , Pink Trailer 69K likes Ner Konda parvai Trailer 560K likes
Positive ," Ithukey tension aana epdi, nee paka vendiyathu inum neriya iruku chellam"
Positive , paka thana pora intha kali oda attahatha... thalivaaa
Mixed_feelings , Not in hindi.... Sobi don't understand.... But it is outstanding
not-Tamil , Apne rajnikanth ka power batao or is trailer ko like karo
Mixed_feelings , I am Vijay fans but kaithi supmovie
Negative , Entha nai da Thalaivarku vayasaaiduchu nu sonnathu Singam da
Positive , Adu Maathri Nadaka Koodthu Thala best
Positive , Bigil veda kaithi tha semma movie
Mixed_feelings , Oruthr mela viswasam katrathukaga inoruthara en asinga paduthuringa (dislikes)
unknown_state , Rajni Sir Rajni Sir Thalaiva
Positive , Music Harris irutha semma ya irukum
Positive , Pink movie ka south remake
not-Tamil , “You kene tunggu lebih lama lagi untuk tahu saya”
Positive , Thalaivaa  Trending 1st in Singapore!!
Positive , Trending 1 vara varaikum vidama paruga
Positive , Jathee vari pudicha thavdiya pasingaluku intha badem oru sarpanem
Positive ," Veri thanamaana kola kaandla irukkaru, visvasam ma irundha visvasam odum illana ___"
Mixed_feelings , Trailer vera level!!!Kandippa Viswasam vida Petta BLOCKBUSTER hit agum...
Positive , thalaivaaa vera level!!!! masssu maranam and vjs
Positive , Vada vada trending konduvada  Thala ultimate star before and after
Positive , Fghjk dfhjkodd xgklfscjoscj fhkllfss MIND BLOWING
Positive , Evan da unlike pottadu inda trailer ku
Positive , indha vayasula eppadi Padam nadikkanumnu amitab bachan sirkitta kathukkonga Rajni sir
Positive , Iam from odisha   I am big fan of vikram sir
Positive ," U kena tunggu lama lagi, untuk tahu saya. The right Malaysian Indian slang of Malay."
Positive , Vera level dhanush anna masssss.... Dialogue la semma naaa....
Positive , Trailer eh ivlo mass uh na...!! Padathula ennalam thala pannirupaaro
Positive , Naraiya naraiya naraiya tym pakravanga yaravadhu
Positive , Ennada trailer vera level la irukku
Positive , Petta block boster movie in telugu Telugu fans like
Positive , Ellarum oru tharava joora kai thattunga.
Negative , Rajni fansku maraka mudiyatha padama irukum polaye .pongal annaiki diwalidooooi.trailer makes goosebumps
Negative ," Except for violence, vijay tv serial mathiri iruku"
Positive , Semma fulla Rajinism than .....  Semma super
Positive , BEST WISHES FROM THALAPATHY FANS
Positive , Happada Oru vazhiya Siva and team thalaiya vitu poitanga
Positive , Verithanam OVERLOAD!!!!! Thalaivaaaaa!!!! ONE AND ONLY GOD OF INDIAN CINEMA!!
Positive , G v prakash fans hit like
Positive , Dei yeppudi paththalum ithu PINK remake dhane
Positive , Yuvan bgm mass thala Vera leval
unknown_state , Ennangada dai views 39kb like 43kb
Negative , ANY VADIVELU VERIYAN LIKE KAITHI VADIVELU VERSION  -
not-Tamil , kya bat kya bat mst trailer
Negative , Andha 19 k unlike panavangaluku kolandha porakathu
Positive , tat verithanam... inum neraiya.. neraiya.. neraya neraya nerayaaaaa
Positive , #THALA Marana Maasss... #YUVAN Bgm Therikkuthu...  #VINOTH Vera level....
Negative , Mokaya erukya.. Teaser ey nala erunthuchu
Positive , Pongalukku sweet sapda porom but thookudurai ku dah first sweet adhuku aprom dah Thalaivar
Mixed_feelings , Idha paathu chinna pasanga lam maadi la irundhu kudhichu saavanum! Adhane unga aasa
Positive , Sirapana tharamana sambavangala inimel tha paaka pore
Positive , ennanga da 11 manikku viduren nu sollitu 10.30 ku vitteenga. ...irunthaalum vera level.. verithanam.. superstar fans like here
Positive , Like only vetri maaran... waiting
Positive , Rajini sir Vera Vera level...
Positive , Congratz greatest writter poomani sir.................vekkai naaval is wonderfull ...............karisal kaatu ilavarasan....
Mixed_feelings , Indian tamil film next level poga podhu
Negative , Kalakodumai da kelavaa entha movie um odala tha sethada nee
Positive , Petta movie ku romba romba wait panuravanga like poddu gga
Positive , Thala vera lvl thala... Luv u thalaaaaaaaaaaa
Positive , Woooooooww New Thalaaa semmmmma maas 🤗
Positive , Thala ya screen la pakka marana waiting
unknown_state , Any idea about 8.8k dislikers? 🤔🤔
Positive , last shot apdiye moratu kaala paatha feeling
Positive , Intha trailer ah megha akash kaaaga tha paathe...like podreen.....ulaga alazhii
Positive , Kola gandula Iruka mavane kollama Vida Mata ..... Masssss thalaivaaaaa........
Mixed_feelings , Petta fans like  Viswasam fans Comment
Positive , Naan thalaiya ippdi pathadhe illa padam block buster
Mixed_feelings , 81k views 89k likes YouTube be like WTF
Positive , Vijay sethupathye kanan vannavar ivde like adii
Positive , Veri thanma ungala pakka evalo per parunga ajith annan
unknown_state , Intha trailer pathapo yarkellam kaththi trailer njyavagathuk vanthidch
Positive , mass mass marana masssir neenga vera leave
Positive , Thala fans and bgm king fans hit like
Positive , BGM somewhat gives a feeling like Dunkirk BGM in some places
Positive , ennada 3naalku aprm trending..... enna pithalaatamaa iruku......
Mixed_feelings , Nalatha iruku... Aana dhool movie koncham varuthu... Parpomm
unknown_state , Elam mariduchi Sam.c.s oda thara  ra thara ra matum marala  but nalaruku
Positive , August vettai coming soon. Thalaiyoda athirady appatheriyum. Apparam copy ya remake ethu jeikum pakalam
Positive , Siddiqui and Rajni sir + sambalpuri music...superhit
Positive , ROCKING STAR YASH fans hit like here
Positive , Niraya Niraya Niraya.......   Sema
Mixed_feelings , Munnadi thamilda hindi ppl copy pannath ippo ulta aayidichaa
not-Tamil , Bhai hindi releje date batao na yaar
not-Tamil , Hindi me kyo nhi late trailer
Positive ," Oruthar mel ningga visvasam katerethekage, innoruthare yen asinge padetheringe"
Positive ," My dear 47k dislikers RIP,  verithanam varatum  anga papom."
