Dialogue_Act,Utterance
COMMIT,gut dann werde ich da also die Buchung vornehmen
INIT,und <ähm> was möchten Sie gerne abends unternehmen
SUGGEST,ich würde sagen Theater oder Konzert
BACKCHANNEL,mhm
COMMIT,gut dann werde ich da also die Buchung vornehmen
INIT,und <ähm> was möchten Sie gerne abends unternehmen
SUGGEST,ich würde sagen Theater oder Konzert
DEFER,aber da kann man vielleicht auch vor Ort gucken da müssen wir nichts vorbestellen
COMMIT,gut dann werde ich da also die Buchung vornehmen
INIT,und <ähm> was möchten Sie gerne abends unternehmen
SUGGEST,ich würde sagen Theater oder Konzert
DEFER,aber da kann man vielleicht auch vor Ort gucken da müssen wir nichts vorbestellen
DEFER,ja dann werden wir uns dort ein Konzertprogramm besorgen und dann halt am Abend sehen
INIT,und <ähm> was möchten Sie gerne abends unternehmen
SUGGEST,ich würde sagen Theater oder Konzert
DEFER,aber da kann man vielleicht auch vor Ort gucken da müssen wir nichts vorbestellen
DEFER,ja dann werden wir uns dort ein Konzertprogramm besorgen und dann halt am Abend sehen
FEEDBACK_POSITIVE,ganz genau
SUGGEST,ich würde sagen Theater oder Konzert
DEFER,aber da kann man vielleicht auch vor Ort gucken da müssen wir nichts vorbestellen
DEFER,ja dann werden wir uns dort ein Konzertprogramm besorgen und dann halt am Abend sehen
FEEDBACK_POSITIVE,ganz genau
THANK,dann bedanke ich mich bei Ihnen
DEFER,aber da kann man vielleicht auch vor Ort gucken da müssen wir nichts vorbestellen
DEFER,ja dann werden wir uns dort ein Konzertprogramm besorgen und dann halt am Abend sehen
FEEDBACK_POSITIVE,ganz genau
THANK,dann bedanke ich mich bei Ihnen
THANK,ja ich ebenfalls
DEFER,ja dann werden wir uns dort ein Konzertprogramm besorgen und dann halt am Abend sehen
FEEDBACK_POSITIVE,ganz genau
THANK,dann bedanke ich mich bei Ihnen
THANK,ja ich ebenfalls
CLOSE,sehen wir uns im Dezember
FEEDBACK_POSITIVE,ganz genau
THANK,dann bedanke ich mich bei Ihnen
THANK,ja ich ebenfalls
CLOSE,sehen wir uns im Dezember
POLITENESS_FORMULA,bis dahin alles Gute Frau Klentzky
THANK,dann bedanke ich mich bei Ihnen
THANK,ja ich ebenfalls
CLOSE,sehen wir uns im Dezember
POLITENESS_FORMULA,bis dahin alles Gute Frau Klentzky
BYE,und auf Wiedersehen
THANK,ja ich ebenfalls
CLOSE,sehen wir uns im Dezember
POLITENESS_FORMULA,bis dahin alles Gute Frau Klentzky
BYE,und auf Wiedersehen
BYE,auf Wiedersehen
CLOSE,sehen wir uns im Dezember
POLITENESS_FORMULA,bis dahin alles Gute Frau Klentzky
BYE,und auf Wiedersehen
BYE,auf Wiedersehen
POLITENESS_FORMULA,ebenso
REQUEST_SUGGEST,wo mögen wir denn
SUGGEST,Mai elfter zwölfter
FEEDBACK_POSITIVE,genau
ACCEPT,ja das ist Volltreffer
ACCEPT,das würde das geht bei mir
SUGGEST,Mai elfter zwölfter
FEEDBACK_POSITIVE,genau
ACCEPT,ja das ist Volltreffer
ACCEPT,das würde das geht bei mir
FEEDBACK_POSITIVE,super
FEEDBACK_POSITIVE,genau
ACCEPT,ja das ist Volltreffer
ACCEPT,das würde das geht bei mir
FEEDBACK_POSITIVE,super
CLOSE,ha haben wir den schon mal fest
ACCEPT,ja das ist Volltreffer
ACCEPT,das würde das geht bei mir
FEEDBACK_POSITIVE,super
CLOSE,ha haben wir den schon mal fest
INIT,aha fliegen wir fahren wir oder gehen wir
ACCEPT,das würde das geht bei mir
FEEDBACK_POSITIVE,super
CLOSE,ha haben wir den schon mal fest
INIT,aha fliegen wir fahren wir oder gehen wir
SUGGEST,<ähm> diesmal würde ich vielleicht ganz gern <äh> mit der Bahn fahren nach Köln
FEEDBACK_POSITIVE,super
CLOSE,ha haben wir den schon mal fest
INIT,aha fliegen wir fahren wir oder gehen wir
SUGGEST,<ähm> diesmal würde ich vielleicht ganz gern <äh> mit der Bahn fahren nach Köln
REQUEST_COMMENT,sind Sie damit einverstanden
CLOSE,ha haben wir den schon mal fest
INIT,aha fliegen wir fahren wir oder gehen wir
SUGGEST,<ähm> diesmal würde ich vielleicht ganz gern <äh> mit der Bahn fahren nach Köln
REQUEST_COMMENT,sind Sie damit einverstanden
BACKCHANNEL,ja
INIT,aha fliegen wir fahren wir oder gehen wir
SUGGEST,<ähm> diesmal würde ich vielleicht ganz gern <äh> mit der Bahn fahren nach Köln
REQUEST_COMMENT,sind Sie damit einverstanden
BACKCHANNEL,ja
ACCEPT,ja ja ja ja
SUGGEST,<ähm> diesmal würde ich vielleicht ganz gern <äh> mit der Bahn fahren nach Köln
REQUEST_COMMENT,sind Sie damit einverstanden
BACKCHANNEL,ja
ACCEPT,ja ja ja ja
FEEDBACK_POSITIVE,okay
REQUEST_COMMENT,sind Sie damit einverstanden
BACKCHANNEL,ja
ACCEPT,ja ja ja ja
FEEDBACK_POSITIVE,okay
NOT_CLASSIFIABLE,<ähm> da gäbe es jetzt
BACKCHANNEL,ja
ACCEPT,ja ja ja ja
FEEDBACK_POSITIVE,okay
NOT_CLASSIFIABLE,<ähm> da gäbe es jetzt
REQUEST_CLARIFY,nach Köln
ACCEPT,ja ja ja ja
FEEDBACK_POSITIVE,okay
NOT_CLASSIFIABLE,<ähm> da gäbe es jetzt
REQUEST_CLARIFY,nach Köln
REQUEST_CLARIFY,wieso Köln
FEEDBACK_POSITIVE,okay
NOT_CLASSIFIABLE,<ähm> da gäbe es jetzt
REQUEST_CLARIFY,nach Köln
REQUEST_CLARIFY,wieso Köln
CLARIFY,Hannover
NOT_CLASSIFIABLE,<ähm> da gäbe es jetzt
REQUEST_CLARIFY,nach Köln
REQUEST_CLARIFY,wieso Köln
CLARIFY,Hannover
NOT_CLASSIFIABLE,<ähm> nach
REQUEST_CLARIFY,nach Köln
REQUEST_CLARIFY,wieso Köln
CLARIFY,Hannover
NOT_CLASSIFIABLE,<ähm> nach
INFORM,also bei mir ist es Hannover
REQUEST_CLARIFY,wieso Köln
CLARIFY,Hannover
NOT_CLASSIFIABLE,<ähm> nach
INFORM,also bei mir ist es Hannover
FEEDBACK_POSITIVE,ja nach Hannover
CLARIFY,Hannover
NOT_CLASSIFIABLE,<ähm> nach
INFORM,also bei mir ist es Hannover
FEEDBACK_POSITIVE,ja nach Hannover
INFORM,Entschuldigung habe mich versprochen
NOT_CLASSIFIABLE,<ähm> nach
INFORM,also bei mir ist es Hannover
FEEDBACK_POSITIVE,ja nach Hannover
INFORM,Entschuldigung habe mich versprochen
NOT_CLASSIFIABLE,<ähm>
INFORM,also bei mir ist es Hannover
FEEDBACK_POSITIVE,ja nach Hannover
INFORM,Entschuldigung habe mich versprochen
NOT_CLASSIFIABLE,<ähm>
BACKCHANNEL,ja ja
BACKCHANNEL,tja
SUGGEST,ja dann nehmen wir doch einen Nachtzug
REQUEST_SUGGEST,Schlafwagen oder Liegewagen
INFORM,<häs> ja die die Verbindungen bestehen allerdings erst ab fünf Uhr drei morgens
REQUEST_COMMENT,das heißt aber das müßte eigentlich reichen oder
SUGGEST,ja dann nehmen wir doch einen Nachtzug
REQUEST_SUGGEST,Schlafwagen oder Liegewagen
INFORM,<häs> ja die die Verbindungen bestehen allerdings erst ab fünf Uhr drei morgens
REQUEST_COMMENT,das heißt aber das müßte eigentlich reichen oder
SUGGEST,wenn wir um fünf Uhr drei den Zug nehmen den ersten
REQUEST_SUGGEST,Schlafwagen oder Liegewagen
INFORM,<häs> ja die die Verbindungen bestehen allerdings erst ab fünf Uhr drei morgens
REQUEST_COMMENT,das heißt aber das müßte eigentlich reichen oder
SUGGEST,wenn wir um fünf Uhr drei den Zug nehmen den ersten
NOT_CLASSIFIABLE,in so einer
INFORM,<häs> ja die die Verbindungen bestehen allerdings erst ab fünf Uhr drei morgens
REQUEST_COMMENT,das heißt aber das müßte eigentlich reichen oder
SUGGEST,wenn wir um fünf Uhr drei den Zug nehmen den ersten
NOT_CLASSIFIABLE,in so einer
NOT_CLASSIFIABLE,<%>
REQUEST_COMMENT,das heißt aber das müßte eigentlich reichen oder
SUGGEST,wenn wir um fünf Uhr drei den Zug nehmen den ersten
NOT_CLASSIFIABLE,in so einer
NOT_CLASSIFIABLE,<%>
ACCEPT,ja okay
SUGGEST,wenn wir um fünf Uhr drei den Zug nehmen den ersten
NOT_CLASSIFIABLE,in so einer
NOT_CLASSIFIABLE,<%>
ACCEPT,ja okay
DELIBERATE,fünf und vier ist neun
NOT_CLASSIFIABLE,in so einer
NOT_CLASSIFIABLE,<%>
ACCEPT,ja okay
DELIBERATE,fünf und vier ist neun
INFORM,dann können wir nicht vor zehn im <äh> bei bei dem Op <äh> Partner sein
NOT_CLASSIFIABLE,<%>
ACCEPT,ja okay
DELIBERATE,fünf und vier ist neun
INFORM,dann können wir nicht vor zehn im <äh> bei bei dem Op <äh> Partner sein
SUGGEST,wir müßten wahrscheinlich am Abend vorher fahren
ACCEPT,ja okay
DELIBERATE,fünf und vier ist neun
INFORM,dann können wir nicht vor zehn im <äh> bei bei dem Op <äh> Partner sein
SUGGEST,wir müßten wahrscheinlich am Abend vorher fahren
ACCEPT,das wäre auch eine Möglichkeit ja
DELIBERATE,fünf und vier ist neun
INFORM,dann können wir nicht vor zehn im <äh> bei bei dem Op <äh> Partner sein
SUGGEST,wir müßten wahrscheinlich am Abend vorher fahren
ACCEPT,das wäre auch eine Möglichkeit ja
INFORM,dann brauchen wir allerdings zwei Tage Hotel na ja das geht auch
INFORM,dann können wir nicht vor zehn im <äh> bei bei dem Op <äh> Partner sein
SUGGEST,wir müßten wahrscheinlich am Abend vorher fahren
ACCEPT,das wäre auch eine Möglichkeit ja
INFORM,dann brauchen wir allerdings zwei Tage Hotel na ja das geht auch
NOT_CLASSIFIABLE,wenn wir jetzt
SUGGEST,wir müßten wahrscheinlich am Abend vorher fahren
ACCEPT,das wäre auch eine Möglichkeit ja
INFORM,dann brauchen wir allerdings zwei Tage Hotel na ja das geht auch
NOT_CLASSIFIABLE,wenn wir jetzt
DELIBERATE,immer <häs> um fünf <äh> um null <äh> nach drei ne also fünf Uhr drei sechs Uhr drei
ACCEPT,das wäre auch eine Möglichkeit ja
INFORM,dann brauchen wir allerdings zwei Tage Hotel na ja das geht auch
NOT_CLASSIFIABLE,wenn wir jetzt
DELIBERATE,immer <häs> um fünf <äh> um null <äh> nach drei ne also fünf Uhr drei sechs Uhr drei
SUGGEST,also achtzehn Uhr drei würde ich sagen
INFORM,dann brauchen wir allerdings zwei Tage Hotel na ja das geht auch
NOT_CLASSIFIABLE,wenn wir jetzt
DELIBERATE,immer <häs> um fünf <äh> um null <äh> nach drei ne also fünf Uhr drei sechs Uhr drei
SUGGEST,also achtzehn Uhr drei würde ich sagen
INFORM,dann sind wir noch einigermaßen zu vernünftiger Zeit in Hannover
NOT_CLASSIFIABLE,wenn wir jetzt
DELIBERATE,immer <häs> um fünf <äh> um null <äh> nach drei ne also fünf Uhr drei sechs Uhr drei
SUGGEST,also achtzehn Uhr drei würde ich sagen
INFORM,dann sind wir noch einigermaßen zu vernünftiger Zeit in Hannover
EXCLUDE,können wir noch ein bißchen was ah zu Abend essen vielleicht nicht mehr
DELIBERATE,immer <häs> um fünf <äh> um null <äh> nach drei ne also fünf Uhr drei sechs Uhr drei
SUGGEST,also achtzehn Uhr drei würde ich sagen
INFORM,dann sind wir noch einigermaßen zu vernünftiger Zeit in Hannover
EXCLUDE,können wir noch ein bißchen was ah zu Abend essen vielleicht nicht mehr
NOT_CLASSIFIABLE,aber
SUGGEST,also achtzehn Uhr drei würde ich sagen
INFORM,dann sind wir noch einigermaßen zu vernünftiger Zeit in Hannover
EXCLUDE,können wir noch ein bißchen was ah zu Abend essen vielleicht nicht mehr
NOT_CLASSIFIABLE,aber
INFORM,<äh> genau drei Minuten nach v voller Stunde
INFORM,dann sind wir noch einigermaßen zu vernünftiger Zeit in Hannover
EXCLUDE,können wir noch ein bißchen was ah zu Abend essen vielleicht nicht mehr
NOT_CLASSIFIABLE,aber
INFORM,<äh> genau drei Minuten nach v voller Stunde
SUGGEST,genau also wir müßten am Sonntag abend fahren
EXCLUDE,können wir noch ein bißchen was ah zu Abend essen vielleicht nicht mehr
NOT_CLASSIFIABLE,aber
INFORM,<äh> genau drei Minuten nach v voller Stunde
SUGGEST,genau also wir müßten am Sonntag abend fahren
ACCEPT,ja genau
NOT_CLASSIFIABLE,aber
INFORM,<äh> genau drei Minuten nach v voller Stunde
SUGGEST,genau also wir müßten am Sonntag abend fahren
ACCEPT,ja genau
SUGGEST,achtzehn Uhr drei nehmen wir dann den Zug
INFORM,<äh> genau drei Minuten nach v voller Stunde
SUGGEST,genau also wir müßten am Sonntag abend fahren
ACCEPT,ja genau
SUGGEST,achtzehn Uhr drei nehmen wir dann den Zug
FEEDBACK_POSITIVE,okay
SUGGEST,genau also wir müßten am Sonntag abend fahren
ACCEPT,ja genau
SUGGEST,achtzehn Uhr drei nehmen wir dann den Zug
FEEDBACK_POSITIVE,okay
ACCEPT,<äh> ja okay
ACCEPT,ja genau
SUGGEST,achtzehn Uhr drei nehmen wir dann den Zug
FEEDBACK_POSITIVE,okay
ACCEPT,<äh> ja okay
INIT,jetzt brauchen wir nur das Hotel noch
SUGGEST,achtzehn Uhr drei nehmen wir dann den Zug
FEEDBACK_POSITIVE,okay
ACCEPT,<äh> ja okay
INIT,jetzt brauchen wir nur das Hotel noch
SUGGEST,und ich bin fürs Parkhotel
SUGGEST,also ich würde mal sagen <ähm> fünfzehn Uhr siebenundfünfzig
INFORM,das müßten wir eigentlich schaffen können
INFORM,ah die Rückfahrt
CLARIFY,fünfzehn s fünfzehn Uhr siebenundfünfzig
ACCEPT,ja machen wir okay
INFORM,das müßten wir eigentlich schaffen können
INFORM,ah die Rückfahrt
CLARIFY,fünfzehn s fünfzehn Uhr siebenundfünfzig
ACCEPT,ja machen wir okay
FEEDBACK_POSITIVE,ja
INFORM,ah die Rückfahrt
CLARIFY,fünfzehn s fünfzehn Uhr siebenundfünfzig
ACCEPT,ja machen wir okay
FEEDBACK_POSITIVE,ja
FEEDBACK_POSITIVE,okay ist klar
CLARIFY,fünfzehn s fünfzehn Uhr siebenundfünfzig
ACCEPT,ja machen wir okay
FEEDBACK_POSITIVE,ja
FEEDBACK_POSITIVE,okay ist klar
INIT,und dann <äh> da tun wir jetzt gar nicht lang rum wir übernachten im Parkhotel Hannover
ACCEPT,ja machen wir okay
FEEDBACK_POSITIVE,ja
FEEDBACK_POSITIVE,okay ist klar
INIT,und dann <äh> da tun wir jetzt gar nicht lang rum wir übernachten im Parkhotel Hannover
INFORM,das ist fünf Minuten vom Hauptbahnhof mit Frühstücksbuffet und einen Parkplatz
FEEDBACK_POSITIVE,ja
FEEDBACK_POSITIVE,okay ist klar
INIT,und dann <äh> da tun wir jetzt gar nicht lang rum wir übernachten im Parkhotel Hannover
INFORM,das ist fünf Minuten vom Hauptbahnhof mit Frühstücksbuffet und einen Parkplatz
INFORM,einen Parkplatz brauchen wir nicht
ACCEPT,wunderbar
BACKCHANNEL,billiger ja
ACCEPT,ja ist okay
INFORM,aber <äh> ich schäme mich nicht
INFORM,passiert nix
BACKCHANNEL,billiger ja
ACCEPT,ja ist okay
INFORM,aber <äh> ich schäme mich nicht
INFORM,passiert nix
FEEDBACK_POSITIVE,nee ist für mich auch kein Problem
ACCEPT,ja ist okay
INFORM,aber <äh> ich schäme mich nicht
INFORM,passiert nix
FEEDBACK_POSITIVE,nee ist für mich auch kein Problem
FEEDBACK_POSITIVE,<häs> alles klar
INFORM,aber <äh> ich schäme mich nicht
INFORM,passiert nix
FEEDBACK_POSITIVE,nee ist für mich auch kein Problem
FEEDBACK_POSITIVE,<häs> alles klar
FEEDBACK_POSITIVE,gut
INFORM,passiert nix
FEEDBACK_POSITIVE,nee ist für mich auch kein Problem
FEEDBACK_POSITIVE,<häs> alles klar
FEEDBACK_POSITIVE,gut
INIT,Abendprogramm
FEEDBACK_POSITIVE,nee ist für mich auch kein Problem
FEEDBACK_POSITIVE,<häs> alles klar
FEEDBACK_POSITIVE,gut
INIT,Abendprogramm
SUGGEST,müßten wir mal wieder in eine Kneipe gehen
FEEDBACK_POSITIVE,<häs> alles klar
FEEDBACK_POSITIVE,gut
INIT,Abendprogramm
SUGGEST,müßten wir mal wieder in eine Kneipe gehen
SUGGEST,uns zwischendurch na ja vollaufen lassen
FEEDBACK_POSITIVE,gut
INIT,Abendprogramm
SUGGEST,müßten wir mal wieder in eine Kneipe gehen
SUGGEST,uns zwischendurch na ja vollaufen lassen
REJECT,ds <äh> das machen wir eigentlich nicht
INIT,Abendprogramm
SUGGEST,müßten wir mal wieder in eine Kneipe gehen
SUGGEST,uns zwischendurch na ja vollaufen lassen
REJECT,ds <äh> das machen wir eigentlich nicht
GIVE_REASON,am nächsten Tag müssen wir ja eben doch einen klaren Kopf haben
SUGGEST,müßten wir mal wieder in eine Kneipe gehen
SUGGEST,uns zwischendurch na ja vollaufen lassen
REJECT,ds <äh> das machen wir eigentlich nicht
GIVE_REASON,am nächsten Tag müssen wir ja eben doch einen klaren Kopf haben
NOT_CLASSIFIABLE,ja da habe ich
SUGGEST,uns zwischendurch na ja vollaufen lassen
REJECT,ds <äh> das machen wir eigentlich nicht
GIVE_REASON,am nächsten Tag müssen wir ja eben doch einen klaren Kopf haben
NOT_CLASSIFIABLE,ja da habe ich
DEVIATE_SCENARIO,also ich habe dann an dem Mittwoch drauf habe ich <äh> gehe ich auf ein Konzert
REJECT,ds <äh> das machen wir eigentlich nicht
GIVE_REASON,am nächsten Tag müssen wir ja eben doch einen klaren Kopf haben
NOT_CLASSIFIABLE,ja da habe ich
DEVIATE_SCENARIO,also ich habe dann an dem Mittwoch drauf habe ich <äh> gehe ich auf ein Konzert
ACCEPT,also ist ein Kneipenbesuch wäre wäre schon in Ordnung
GIVE_REASON,am nächsten Tag müssen wir ja eben doch einen klaren Kopf haben
NOT_CLASSIFIABLE,ja da habe ich
DEVIATE_SCENARIO,also ich habe dann an dem Mittwoch drauf habe ich <äh> gehe ich auf ein Konzert
ACCEPT,also ist ein Kneipenbesuch wäre wäre schon in Ordnung
NOT_CLASSIFIABLE,beim
NOT_CLASSIFIABLE,ja da habe ich
DEVIATE_SCENARIO,also ich habe dann an dem Mittwoch drauf habe ich <äh> gehe ich auf ein Konzert
ACCEPT,also ist ein Kneipenbesuch wäre wäre schon in Ordnung
NOT_CLASSIFIABLE,beim
INFORM,ja muß es ja nicht weiter ausdehnen
DEVIATE_SCENARIO,also ich habe dann an dem Mittwoch drauf habe ich <äh> gehe ich auf ein Konzert
ACCEPT,also ist ein Kneipenbesuch wäre wäre schon in Ordnung
NOT_CLASSIFIABLE,beim
INFORM,ja muß es ja nicht weiter ausdehnen
FEEDBACK_POSITIVE,genau
ACCEPT,also ist ein Kneipenbesuch wäre wäre schon in Ordnung
NOT_CLASSIFIABLE,beim
INFORM,ja muß es ja nicht weiter ausdehnen
FEEDBACK_POSITIVE,genau
FEEDBACK_POSITIVE,okay
NOT_CLASSIFIABLE,beim
INFORM,ja muß es ja nicht weiter ausdehnen
FEEDBACK_POSITIVE,genau
FEEDBACK_POSITIVE,okay
REQUEST_COMMENT,haben wir es
INFORM,ja muß es ja nicht weiter ausdehnen
FEEDBACK_POSITIVE,genau
FEEDBACK_POSITIVE,okay
REQUEST_COMMENT,haben wir es
FEEDBACK_POSITIVE,alles klar
FEEDBACK_POSITIVE,genau
FEEDBACK_POSITIVE,okay
REQUEST_COMMENT,haben wir es
FEEDBACK_POSITIVE,alles klar
BACKCHANNEL,mhm
FEEDBACK_POSITIVE,okay
REQUEST_COMMENT,haben wir es
FEEDBACK_POSITIVE,alles klar
BACKCHANNEL,mhm
INFORM,geben wir es der Sekretärin
REQUEST_COMMENT,haben wir es
FEEDBACK_POSITIVE,alles klar
BACKCHANNEL,mhm
INFORM,geben wir es der Sekretärin
INFORM,für irgendwas ist die ja da
FEEDBACK_POSITIVE,alles klar
BACKCHANNEL,mhm
INFORM,geben wir es der Sekretärin
INFORM,für irgendwas ist die ja da
CLOSE,paßt
INIT,haben Sie etwas Zeit um <äh> den Termin zu vereinbaren für un unsere Geschäftsreise
GREET,ja Frau Lotz
FEEDBACK_POSITIVE,können wir gerne machen
POLITENESS_FORMULA,<ähm> darf ich Ihnen einfach mal einen Vorschlag machen vom Termin her
DELIBERATE,vielleicht können Sie da ja sogar
GREET,ja Frau Lotz
FEEDBACK_POSITIVE,können wir gerne machen
POLITENESS_FORMULA,<ähm> darf ich Ihnen einfach mal einen Vorschlag machen vom Termin her
DELIBERATE,vielleicht können Sie da ja sogar
SUGGEST,<ähm> wie sieht es denn im Mai aus
FEEDBACK_POSITIVE,können wir gerne machen
POLITENESS_FORMULA,<ähm> darf ich Ihnen einfach mal einen Vorschlag machen vom Termin her
DELIBERATE,vielleicht können Sie da ja sogar
SUGGEST,<ähm> wie sieht es denn im Mai aus
DELIBERATE,im Mai
POLITENESS_FORMULA,<ähm> darf ich Ihnen einfach mal einen Vorschlag machen vom Termin her
DELIBERATE,vielleicht können Sie da ja sogar
SUGGEST,<ähm> wie sieht es denn im Mai aus
DELIBERATE,im Mai
SUGGEST,<ähm> so zweite dritte Woche
DELIBERATE,vielleicht können Sie da ja sogar
SUGGEST,<ähm> wie sieht es denn im Mai aus
DELIBERATE,im Mai
SUGGEST,<ähm> so zweite dritte Woche
REQUEST_CLARIFY,das heißt Montag der elfte
SUGGEST,<ähm> wie sieht es denn im Mai aus
DELIBERATE,im Mai
SUGGEST,<ähm> so zweite dritte Woche
REQUEST_CLARIFY,das heißt Montag der elfte
BACKCHANNEL,mhm
DELIBERATE,im Mai
SUGGEST,<ähm> so zweite dritte Woche
REQUEST_CLARIFY,das heißt Montag der elfte
BACKCHANNEL,mhm
DELIBERATE,zum Beispiel
SUGGEST,<ähm> so zweite dritte Woche
REQUEST_CLARIFY,das heißt Montag der elfte
BACKCHANNEL,mhm
DELIBERATE,zum Beispiel
ACCEPT,ja das ist möglich
FEEDBACK_POSITIVE,können wir gerne beibehalten
FEEDBACK_POSITIVE,ja
SUGGEST,sollen wir einfach mal sagen ab Montag
ACCEPT,ja
ACCEPT,gut
FEEDBACK_POSITIVE,ja
SUGGEST,sollen wir einfach mal sagen ab Montag
ACCEPT,ja
ACCEPT,gut
FEEDBACK_POSITIVE,gut
SUGGEST,sollen wir einfach mal sagen ab Montag
ACCEPT,ja
ACCEPT,gut
FEEDBACK_POSITIVE,gut
BACKCHANNEL,<ähm>
ACCEPT,ja
ACCEPT,gut
FEEDBACK_POSITIVE,gut
BACKCHANNEL,<ähm>
FEEDBACK_POSITIVE,ja
ACCEPT,gut
FEEDBACK_POSITIVE,gut
BACKCHANNEL,<ähm>
FEEDBACK_POSITIVE,ja
NOT_CLASSIFIABLE,haben Sie schon irgendwelche
FEEDBACK_POSITIVE,gut
BACKCHANNEL,<ähm>
FEEDBACK_POSITIVE,ja
NOT_CLASSIFIABLE,haben Sie schon irgendwelche
INIT,wi <häs> ja ich habe in Hannover <äh> jetzt Adressen von verschiedenen Hotels
BACKCHANNEL,<ähm>
FEEDBACK_POSITIVE,ja
NOT_CLASSIFIABLE,haben Sie schon irgendwelche
INIT,wi <häs> ja ich habe in Hannover <äh> jetzt Adressen von verschiedenen Hotels
INFORM,die sind alle zentral
FEEDBACK_POSITIVE,ja
NOT_CLASSIFIABLE,haben Sie schon irgendwelche
INIT,wi <häs> ja ich habe in Hannover <äh> jetzt Adressen von verschiedenen Hotels
INFORM,die sind alle zentral
INFORM,<ähm> unterscheiden sich preislich ein bißchen
CLARIFY,zweihundert fünfundvierzig bis vierhundert neunundfünfzig Mark
INFORM,<ähm> wenn wir darauf verzichten können wäre es natürlich günstiger
BACKCHANNEL,mhm
BACKCHANNEL,mhm
BACKCHANNEL,mhm
INFORM,<ähm> wenn wir darauf verzichten können wäre es natürlich günstiger
BACKCHANNEL,mhm
BACKCHANNEL,mhm
BACKCHANNEL,mhm
INFORM,<ähm> zwischen hundert zehn und zweihundert achtzig Mark
BACKCHANNEL,mhm
BACKCHANNEL,mhm
BACKCHANNEL,mhm
INFORM,<ähm> zwischen hundert zehn und zweihundert achtzig Mark
DELIBERATE,ich denke mal
BACKCHANNEL,mhm
BACKCHANNEL,mhm
INFORM,<ähm> zwischen hundert zehn und zweihundert achtzig Mark
DELIBERATE,ich denke mal
FEEDBACK_POSITIVE,ja
FEEDBACK_POSITIVE,ja genau
GIVE_REASON,das ist dann an sich nicht ganz so muß es nicht so überkomfortabel sein
SUGGEST,also das günstigste Hotel wäre jetzt Hotel Am-Rathaus
INFORM,ja wir können uns ja mal erkundigen was das ist
INFORM,und dann buchen entsprechend
GIVE_REASON,das ist dann an sich nicht ganz so muß es nicht so überkomfortabel sein
