category,text
unknown_state , Makkale ellavarum share cheyyu like Adi namuk thakarkande come fast
Positive , Kandittum kandittum mathiyavanilladoooo.... Endutta mothal ithu....  Devil rules  Stephen nedumballi rules  Ettan rulesssss 🤩
Positive , Sawaaaaaari giri...giri... Big fan of Malaiayam Cinema. From Srilanka. Chettan maar Cinema eppothum adi pozi thannaiaya.
unknown_state , 81 k views 141 k like🤔🤔🤔
unknown_state , Padam kandit vannavar etra Peru und.
Negative , Eee trailer kanditt dislike adichavan mareyokke sammathikkanam..
unknown_state , Alla chettanmare Mammootty mathramano abhinayichathu Unni patti aarum parayunnille
Positive , Pokiri raja reloaded  Katta waiting  Madurai raja
Positive , 10 timesil kooduthal kanndavar ivde like adii🤩 RAJA Return
not-malayalam , DETAILED REVIEW - ENDING EXPLAINED
not-malayalam , Bahubali level Movie In Malayalam Industry... Congratulations from Tamilnadu
not-malayalam , HappY Birthday One an Only Mammookkkaaa 🥰
Positive , ഇത് #Mega star ന്റെ #mega mamangam#
not-malayalam , MANY MANY MORE HAPPY RETURNS OF THE DAY DEAREST MAMMOOKKAA
Mixed_feelings , Adutha kettu manakunu. Anu Sitara kavya madavante clone alle. Ee koode abinekunevark onm oru tulli ulup tonille avo!
unknown_state , Aju vargheesinte police role ishtamayavar like adi
unknown_state , Ente athippaara ammachi ikka ithu engottaaaaaaa
Positive , Theatoril climax maathram kaanichal mathiyallo eny... any ways good trailor
Positive , Enta ponnoo... oru rakashem illa romanjification kond irikanum vaya nikkanum vaya
Positive , Kanan pona pooram ini paranju ariyikano
Negative , Madhurarajakkum oru trailer undu
not-malayalam , Raja Sollarthan Seivan
Positive , lucifer kanditt trailer onnoodi kaanan vannavar like adi  hvy hvy padam
not-malayalam , WAITING FOR THE NEXT BLOCKBUSTER .........
Positive , Katta waiting..anna ye kaanan kothiyakunnu kumbalangy nights pwoli love you...
not-malayalam , Tamil mohanlal fans hit like here.
Negative , Verum olla padam 10 paiseke kollulla
unknown_state , Guest appearenceil enkilm rajuettan ondaya matiyarnu
unknown_state , Youtube hang aayi 17 k viewsm 108k likesmraja effect
Positive , Oru raksha illa  adipoli trailer
Positive , Poli tovi Chetta oru rakshayum illa marana mass
Positive , Lastile superman punch oru rakshayumilla...love u ikka..
unknown_state , Rajuvettan full family aayittaanallo onathinu  Lad l mallika sukumaran naayakante amma
unknown_state , Kalki fans show kannunavar like adichotovino
unknown_state , Lalettan fans undo?? Undengil oru like please
Mixed_feelings , Realistic padam kandu maduthu eni korachu mass aakam
Positive , Ithoke ikkane kondallathe aare komdu pettum
Mixed_feelings , Padchone ithippo rajayude koode ano irngunnad Pani palum pole thonnunnu
Negative , Average trailer...tiyaan pole akandu iruna mathiyarno....too many dialogues..
unknown_state , oru shortfilm aanu pattumenkil onn kaanuka
Negative , dislike adicha premukhan markku nanni . asooya
not-malayalam , I am waiting katta mass padam Muttila arum
unknown_state , suspense vende enallale Oru gumm ullu enna aa dilaog um aayi Oru sadrishyam
not-malayalam , Like Like    Like Like   Like Like Like Like  Like
Positive , Katta waitinggg marana masss idhaaan makkale heroism🤩🤩🤩
Positive , Eattante pooram kazhinjaal...ikkayude kodiyett... Lalettanum mammookkaykkum pakaram vekkaaan aaarumillaaaa....
Positive , lalettan maranamass ... rajuvettan claass dirctn... THEATER POORAPARAMBU AKAN INI ENTH VENAM
Positive , Mammuka fans hit like Mammukayude meyvazhakam haters kaanan pokunnathe ulu
unknown_state , Karthik subbaraj gave us the old rajani Prithviraj is gonna give us the vintage lalettan.  Romanjam enoke parana. Fuckkkk!!!!
Positive , Super hit aaavatte ....  Frm a lalettan fan
Positive , Ithoru nalla trailer aanenn aarum parayum ennitum dislike sammathikkanam... Mass +class
Positive , Paat pole alla mone..... Ith polikkum
Positive , superman punch is superb
Positive , Vellimoonga pole oru padam aanen thonunn.... polikkum
Positive , Repeat mode on..... Romanjification ...ettan pakka mass
Positive , Iyal malathile super staralla indiakarude muzhuvan stara
Mixed_feelings , Full PIRATES OF CARIBIEN Visuals aanallo
Positive , Last one punch superman punch  madura raja special
Mixed_feelings , Ellavarum marakkuna oraal... Murali Gopy. .. ... Kadhayum thirakadhayumillathe enth padam..
Positive , Derik abraham vannu pwolii...bgm adaar item!!
unknown_state , Model schoolil padichavark like adikanhulla comment 🤙
Positive , Ivide nammal kandath oru 68kaarante poondu vilayaattam .....uffff....vere level
Positive , Trailer Valare ishtai
Positive , Ikka and unni mukundan - nalla combo
unknown_state , Brothers Daykkum Ittimanikkum Ore Pole Wait Cheyyuvnnavar Like
Negative , Ee dislike addikunnvarode .....onnum paryaanilla.....naldukandal aghikarikaan padikk
Positive , Ittichante vaka oru sample hitum koodi
unknown_state , Ayyo innale undayirunna like kuranjallo .auto fake like youtub remove cheythennu thonunnu
Mixed_feelings , Massuman manssuman enn prnjatt ethil mass evdre
not-malayalam , Tovino Die Hard Telugu Fans
Positive , Ndhaa ipo indaaye? Ndhokeyaa kande?? Malayalam padam thanne aano idh.ejjadhi trailler
unknown_state , Trailer kanditt pokathe like button adichitt pokane
Positive , Pulimurukan orma vannu ithu bb aakum sure
Positive , Nta ponnu ikkaaee manushyanu age onnum oru preshnavum alaa
Positive , Jayasuryakum mass movie chakochan ennavo inji
Positive , History of Mammukka   kattawaiting and support love u Mammukka
Positive , Njn ikka fana pakshe njagalude Ella support um ondakum
Mixed_feelings , valiya Kuzhapam ila baki screen il
Positive , ikkkayuda padayalikalk like adikkan ulla noolu
unknown_state , Onnill kooduthall thavana kandavar like adi..
Positive , Njan mammootty fana but lalettan e onam thootuvarum polikkum
Mixed_feelings , Amala paul  nte Aadai cinemayum aayi saamyam thoniyavar undo?
not-malayalam , Bhai movices ka links share karo yaar places guys
Mixed_feelings , Ith orumathiri padam akum allenki kando
Positive , Prithviraj Sukumaran
unknown_state , Nettoran as Congress guy. 🤐.. kadha manasilayi .. linen taking place of gadhi ....
Positive , uff malaru tension adichu chakum entha entho..padam irangi hit yennu kelkathe oru samadhanam illa :(
unknown_state , 2/5/2019_ samayam : 7:24pm aarokke kaanunnu trailer..
Positive , Kolakolli enoke paranjaa ithaanu.. Repeat mode ini on thanne aayirikkum...
Positive , Mass Marana Mass  Stephen Nedumballi yude rashtreeya thervazhchakku ini orazcha maathram katta waiting
Positive , Ullaaseetta parupaadi okke gambeeram aakattae keettooo...🤗
Positive , Trailer kandu raja polichu oru rakshayum illa
unknown_state , Ellavareyum Vedi vekkunnathum rakshikkunnathum mammootty sir aayirilkkumallo..
Positive , Ikkada adutha 100kodi ikka marana Mass
Positive , Pwolichu lalettaaaaaaa engalu mass anu
Mixed_feelings , Pala padangalude trailer orumich kndapole oru thonnal
Positive , Njan lalettan fan aah annal madhurajakk vendi waiting aah
unknown_state , Release nu shesham trailer kandavar like adikk. Enthokke aarnu....
unknown_state , Double roll undo...   ennoru thonnal
unknown_state , Dileep fans hit like for mammookka
unknown_state , Rajappanod pokan para....njangalkku njangade stephen chettan undallo
unknown_state , Fight illatha lalettande aadya padam .
not-malayalam , Behenchood kutey saleey illuminati kay 2 takey kay kutey....Lanat iblees par Lanat Lucifer per
unknown_state , Triple strong kkaaar okke evideyanavo?entho?oru vivarom illa?
Negative , Iyyalkke rest cheyyanulla time aayilla.. kanda oola padagalilellam abinayiche vila poi paavam..
not-malayalam , Sir Telugu lo daping chesi riliez cheyyandi
Positive , Enna kidu bgm ahnu ikka
Negative , Dislike adicha guhanolikalkk...നടു വിരൽ നമസ്കാരം
Positive , Scripwriter Harikrishnan: Mass Director VAShrikumarMenon: Pakkamass Lalettan: Maranamass🤩
Positive , Adipoli mass superb kidu mammootty polich ____mass aayitund trailer pakka poli
not-malayalam , Trailer nalla iruku but onnum purila.. kerla green
not-malayalam , Happy birthday EKKA MEGA  FACE OF INDIAN CINEMA  ONE AND ONLY  MAMMOOTTY
Negative , Asooya paadilla. Abrahaminte Santhathikale ivde kandillallo?  Thallu aanenkilum ithupolonnu ethikk. Ennit ivde vaa :
not-malayalam , Trading no 1 . Ikka
unknown_state , Ettavum kooduthal like kittiya comment akkanam ithu
Positive , Ayee....orumathiri oru Tamil kathii padam pole indu.....
unknown_state , Ningal kaynhe ullu vere oru nadan
unknown_state , Kali benda mwone ikka mess aane
Positive , Poli annu kidu annu mass annu pine
Negative , Evante illuminati theernilleyy deivangaleeyy sukumaran saruu kanandaa...thinnu kalayum nine..
Positive , Kanditte ishttayillel cash ennode chothicho. Laletta still love uuuuuuuuuuuuuuuu. Prithvi thakz .......
Positive , Pwliii...mass ith pwlikkum raja ennum raja thaaan..
Positive , Fastest 100k trailer laletta ingal poli
unknown_state , Theatril cinema kanditu vannu kanunavar like adichitu pokuka
Positive , Njan oru ikka fan aanu # but eatta powlichu  vere level# katta waiting    Oru palakkadkaran
unknown_state , Promo kand ivide vannavar okke like adikk
Negative , Poraaaa.. Luciferne tholpikkan ulla mass onnum illaaa..
unknown_state , Sohan sinu lal undallooo  Appo eee padavum......
not-malayalam , Feels like ‘UnniMukundan is the Hero’
Mixed_feelings , Nalla oru movie aakatte ith Enthina veruthe highp koottunne
Positive , Etinte camera man super Annu big salute
Mixed_feelings , mohanlalinte mikka movies kanunnathine  kattiyum nallathu athinte trailer kanunnathanu  anu
unknown_state , Onnil kooduthal thavana ee trailer kanda mahanmar undengil adi monne like....njan ulpede
Positive , Njn oru ettan fan ahnu.trailer pwolichuttoo ikka superr abhrahm pwolikm
unknown_state , Lattente dilog eshattam ullavar like here
Positive , mammootty anna telugu ārādhakar iviṭe iṣṭappeṭunnu
unknown_state , Thudakkam kandittu Jo Jeeta Wohi zikandar  Orma vannavarundo? Amir nte Modal School
unknown_state , Padam kanditt vannu trailer kaanane ethra perundu..?
Positive , Oru mass padam....... congrats Murali Gopi and prithviraj.... you guys didn’t disappoint us.
Negative , Yedaaa Mamooty mayirae....'Lucifer' Mass'u ninaku orukilum kittaadhu thendi..
Mixed_feelings , Lucifer yenna filim kandu. Athinte aniyara prevarttakar paranju perippichathupole oru bhayangara sambhavam onnum alla 2 manickoor boradickathe kanam
Positive , PRITHVI & TOVINO 🤩Ishtam            LALETTAN  allah... parayanundo Peruthishtam......
unknown_state , movie kandid veedum trailer kanunnavar undo
not-malayalam , happy birthday to my idol mamookka! luv u ikka
Positive , Kalakkan movie..... Fight & background music... Okke Vera level......
Positive , Njaan ithuvare malayala സിനിമയിൽ ഇങ്ങനെ oru trailer kandittilla
Positive , Kandu njan kandu sunny chechiye njan kandu
unknown_state , Kuttan pillayude sivarathri ormavannar LIKE Adi
Positive , Ejjathi. Trailer..!! MAMMUKKAAAAA 🥰🥰 🥰 ...Padmakumar nigal vere level aanuu.
not-malayalam , LOTS OF SUPPORT FROM VIJAY FANS
Positive , YouTube vare hang aaki ikkede piller
Positive , entammo english trailer kaanunna feel.. ith polikkum
Positive , Oru rekshamilla makkalee...... Varunnath oru onnonnara varava..  This deal is with a Devil
unknown_state , 1min 33sec scene il Prithviraj Alle athu 🤔
Positive , Sudeep all the best. Trailer kalakki machanea apo padam powlikkum.
Negative , Dislike tarunavanmarku enthe naduviral  namaskaram
Positive , ikkaaa vere leval anuu ....  i m waitingg for madhura raja
Positive , Just waiting lalettattan mass. Kolakolli item
unknown_state , Prithvirajinte character poster kanditt ... Trailer onnode kaanan vannavar undoo??
Positive , Gambeeeeeeeeeeram.
Negative , E negative commentsitta  ella oolakalkum kadutha asooya matram...athinithuvare marunnu kandupidichittilla
Positive , Ith polikkum
Positive , Njan itrayum oru cinemayude trilarin vendi kaathirunnittilla
Positive , Ettan fan aanu  Mamankathinayi katta waiting
Mixed_feelings , MAnju variyar ullathu kondu oru pedi pottumop
unknown_state , 100cr clubil kerunathinte report kathirikunavar addi like
Positive , Lucifer na pola marana masss avatte ennu aashamsikkunnu by an ettan fan
Positive , Eppol time 5:50am 2000 view koodi kittiyalll 2million aakum....enthoru pookku...ithu Ella recordum pottikkum
Positive , headset vechu kandunokk oru onnantharam kidilolski
unknown_state , Pirates of the careebian kandavarkku othu koodaanolla nool
Positive , Innanu film kanan pattiyathu... Mutheee lalettaaa.... Superb....
unknown_state , Ittymani fansin pokunnavar ivde like chey
unknown_state , Madhura raja vijayikum ennullavar like adi
Negative , Trailer Releasinu munne 6k dislike itta ella punnara malarukalkum nadu viral namaskaram.... Chettakale
unknown_state , 1:01 raju ettan as zyed masood
Negative , unlike adicha ella oolakalum ivide thanne kaananam tta
unknown_state , oru nimishathekk  bigbossine oormavannathu enikku maathramaano?
Mixed_feelings , Dislike adicha oolakal odikooo.... Heavy trailer!!
unknown_state , Lalettante Aniyan aayit Prithviraj thanne aano ennoru doubt 🤔
Positive , Nte ammo oru rakshayum illa pwoli
Positive , Oru rakshem illa  Marana Mass
Positive , Njangalude muthanu  ingalu laletta..... Lub u Etta......
unknown_state , Eppozhum views koodunno ennariyan vendi varunnavar undo
unknown_state , 1 il kuduthal kandavar like hear
Positive , Age in reverse gear.. Ennu parayunnath verthe alla ikkaa..
Positive , Kochi polee tirssur gundakaludee place aakuoo cinemakarrr.....trailer kollam...
unknown_state , 5 million ayo Ne nokkan vannavar Ethra Paru Nde
not-malayalam , Madhura raja vs lucifer  WAR in kerala
not-malayalam , I'm proud to be I'm a prithviraj fan. I'm from tamilnadu ne va thala
unknown_state , Ith 100 kodi adikum enn urapuulavar like
unknown_state , lalettante lucifer tailor ishtayavar ivide like adiìiiiiiiiiiiii
Positive , nenchinakathu nammude lalettan aneee
Positive , Unbelievable.. its Awsm .. laletta .. direction Rajuvetta
unknown_state , Ippazhum ith kanunavar ivde like adi
Positive , Super star aakan pattiya aaal.  Tovi the mass
unknown_state , Movie katta waiting lalettan fans ee video koodi onn like chey tamil nadu koodi ariyatte  Link:
unknown_state , Trendingil 27   Evide ikka fans Come on fans
Mixed_feelings , Ithu kandattuu peruchazhy ormavarunnu... Athupolle avathirunna mathiiiyeee
Positive , Sathykatha anthannu vacha kandittu angottu mathivarunnilla
unknown_state , റിയൽ viewrs till 1.8 ano ഇപ്പൊ????
unknown_state , 2017 = puli murugan 2018 = kochunni 2019 = mamangam
Negative , Kure paavangal pedichu virachukond dislike adichondirikuva ullil bhayam und nallonam.. ettante varavine bhayakunnavarde ennam koodunu..
Positive , hooo koritharipp romaanjam ulpullakam entammo adaar trailer
unknown_state , Let's vote   LUCIFER - like  MADHURA RAJA - Comment
Positive , Sathyam parayanallo trailer vijarichathra angudu kalangiyilla....nnalum all the best
unknown_state , avasaanam ODIYANDE oru  honest review kandu. Cheytha chettanmaarkku naani :)
not-malayalam , All d best from d BOSS darshan fans from karnataka
Positive , Tovino macha ningalude time anu... adi thimarkku... bai... cutta support
unknown_state , Mamangam trailer kandittu ivde vannavarku like adikanulla comment
Positive , Oru like enikkum tharuo.....ikka uyir.love u ikka
Negative , Nadaka dialogue pole undallo avasanam filmum nadakamakumo.
unknown_state , Trissur pooram mathramalla nalla  terror gundayisom ulla naadanu trissur ennu arkelum ariyo?
Negative , Dislikes adikan vendi mathram koree naarikal... Adiyeda adi... Ninneyokke thookki adikkaa tta
Positive , 10 million aayyonn nokkan vannavar indo
